Location;Province;Genus;species.clone;type.of.sample;Asymptomatic.diseased;Nursery.Field;Roots;Root.Collar;Stem;Growth.tip;Needles.Leaves;results
21;Howick;Kwazulu-Natal;Acacia ;dunnii;Seedlings/Cuttings;D;N;Wilted;Dead;Discoloration, Outer bark;Healthy;Wilted;Fusarium and Diplodia screening
22;Howick;Kwazulu-Natal;Eurypos;virgineus;Seedlings/Cuttings;D;N;Dead roots, Brown tips;Well developed, Plug bound;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Fusarium and Diplodia screening
23;Howick;Kwazulu-Natal;Eurypos;virgineus;Seedlings/Cuttings;D;N;Dead roots, Brown tips;Well developed, J-rooting, Dead;Discoloration, Outer bark, Swelling, Bewteen outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead;Fusarium and Diplodia screening
24;Howick;Kwazulu-Natal;Eurypos;virgineus;Seedlings/Cuttings;D;N;Dead roots, Green tips;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Fusarium and Diplodia screening
25;Howick;Kwazulu-Natal;Eucalyptus;virgineus;Seedlings/Cuttings;D;N;Die-back;Few roots, Dead;Discoloration, Outer bark, Swelling, Bewteen outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead;Fusarium and Diplodia screening
26;Howick;Kwazulu-Natal;Eurypos;virgineus;Seedlings/Cuttings;D;N;Dead roots, Brown tips;Few roots, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead;Fusarium and Diplodia screening
27;Howick;Kwazulu-Natal;Eurypos;taeda;Seedlings/Cuttings;D;N;Dead roots, Green tips;Well developed, J-rooting, Dead;Discoloration, Outer bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Fusarium and Diplodia screening
28;Howick;Kwazulu-Natal;Eurypos;taeda;Seedlings/Cuttings;D;N;Dead roots, Green tips;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Between outer and inner bark;Alive;Fusarium and Diplodia screening
29;Howick;Kwazulu-Natal;Eurypos;virgineus;Seedlings/Cuttings;D;N;Dead roots, Green tips;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Fusarium and Diplodia screening
30;Howick;Kwazulu-Natal;Eucalyptus ;virgineus;Seedlings/Cuttings;D;N;Dead roots, Dead tips;J-rooting, Few roots, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Healthy, Discoloration, Between outer and inner bark;Dead;Fusarium and Diplodia screening
31;Howick;Kwazulu-Natal;Eucalyptus;virgineus;Seedlings/Cuttings;D;N;Dead roots, Green tips;Well developed, J-rooting, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Bewteen outer and inner bark;Alive;Fusarium and Diplodia screening
32;Howick;Kwazulu-Natal;Eucalyptus ;virgineus;Seedlings/Cuttings;D;N;Dead roots, Brown tips;Well developed, J-rooting, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark;Dead;Fusarium and Diplodia screening
33;Howick;Kwazulu-Natal;Eucalyptus;virgineus;Seedlings/Cuttings;D;N;Dead roots, Green tips;J-rooting, Few roots, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Bewteen outer and inner bark;Alive;Fusarium and Diplodia screening
34;Howick;Kwazulu-Natal;Eucalyptus;taeda;Seedlings/Cuttings;D;N;Dead roots, Green tips;Well developed, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Bewteen outer and inner bark;Alive;Fusarium and Diplodia screening
35;Howick;Kwazulu-Natal;Eurypos;virgineus;Seedlings/Cuttings;D;N;Dead roots, Green tips;Well developed, J-rooting, Healthy;Healthy, Discoloration, Outer bark;Healthy, Discoloration, Outer bark;Alive;Fusarium and Diplodia screening
36;Howick;Kwazulu-Natal;Eucalyptus ;taeda;Seedlings/Cuttings;D;N;Dead roots, Brown tips;Well developed, J-rooting, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Bewteen outer and inner bark;Dead;Fusarium and Diplodia screening
37;Howick;Kwazulu-Natal;Eucalyptus ;virgineus;Seedlings/Cuttings;D;N;Dead roots, Green tips;Well developed, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Bewteen outer and inner bark;Dead;Fusarium and Diplodia screening
38;Howick;Kwazulu-Natal;Eucalyptus ;virgineus;Seedlings/Cuttings;D;N;Dead roots, Green tips;Well developed, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Bewteen outer and inner bark;Dead;Fusarium and Diplodia screening
39;Howick;Kwazulu-Natal;Eucalyptus ;virgineus;Seedlings/Cuttings;D;N;Dead roots, Brown tips;Well developed, J-rooting, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Bewteen outer and inner bark;Dead;Fusarium and Diplodia screening
40;Howick;Kwazulu-Natal;Eucalyptus ;dunnii;Seedlings/Cuttings;D;N;Root:shoot ratio, Die-back, Wilted, Not healthy;Few roots, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
41;Howick;Kwazulu-Natal;Eurypos;dunnii;Seedlings/Cuttings;D;N;Die-back, Wilted, Not healthy;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
42;Howick;Kwazulu-Natal;Eurypos;elliotti/ elliotti x caribaea;Seedlings/Cuttings;D;N;Die-back, Wilted, Not healthy;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
43;Howick;Kwazulu-Natal;Eucalyptus ;dunnii;Seedlings/Cuttings;D;N;Die-back, Wilted, Not healthy;Well developed, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
44;Howick;Kwazulu-Natal;Eucalyptus ;dunnii;Seedlings/Cuttings;D;N;Die-back, Wilted, Not healthy;Well developed, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
45;Howick;Kwazulu-Natal;Eucalyptus;virgineus;Seedlings/Cuttings;D;N;Die-back;Well developed, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration;Fusarium and Diplodia screening
46;Howick;Kwazulu-Natal;Eucalyptus ;dunnii;Seedlings/Cuttings;D;N;Root:shoot ratio, Die-back, Wilted, Not healthy;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
47;Howick;Kwazulu-Natal;Pinus;dunnii;Seedlings/Cuttings;D;N;Die-back, Wilted, Not healthy;Well developed, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead;Fusarium and Diplodia screening
48;Howick;Kwazulu-Natal;Eucalyptus ;dunnii;Seedlings/Cuttings;D;N;Die-back, Wilted;Few roots, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood, Swelling;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
49;Howick;Kwazulu-Natal;Pinus;dunnii;Seedlings/Cuttings;D;N;Die-back, Wilted, Unhealthy;J-rooting, Few roots, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead;Fusarium and Diplodia screening
50;Howick;Kwazulu-Natal;Eucalyptus ;dunnii;Seedlings/Cuttings;D;N;Die-back, Wilted, Unhealthy;Well developed, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
51;Howick;Kwazulu-Natal;Eucalyptus ;dunnii;Seedlings/Cuttings;D;N;Die-back, Wilted, Unhealthy;Well developed, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood, K?/Gam/?Exudation;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
52;Howick;Kwazulu-Natal;Eurypos;virgineus;Seedlings/Cuttings;D;N;Root:shoot ratio, no shoots;Well developed, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood, K?/Gam/?Exudation;Dead;Fusarium and Diplodia screening
53;Howick;Kwazulu-Natal;Eucalyptus ;virgineus;Seedlings/Cuttings;D;N;Die-back, Wilted, Unhealthy;J-rooting, Few roots, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood, K?/Gam/?Exudation;Dead, Discoloration;Fusarium and Diplodia screening
54;Howick;Kwazulu-Natal;Eurypos;virgineus;Seedlings/Cuttings;D;N;Wilted, Unhealthy;J-rooting, Few roots, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood, K?/Gam/?Exudation;Alive, Discoloration;Fusarium and Diplodia screening
55;Howick;Kwazulu-Natal;Eurypos;virgineus;Seedlings/Cuttings;D;N;Root:shoot ratio, Die-back, Wilted, Not healthy;J-rooting, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Dead, Discoloration;Fusarium and Diplodia screening
56;Howick;Kwazulu-Natal;Eucalyptus ;virgineus;Seedlings/Cuttings;D;N;Root:shoot ratio, Dead-no growth;J-rooting, Few roots, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;No growth;Fusarium and Diplodia screening
57;Howick;Kwazulu-Natal;Pinus ;dunnii;Seedlings/Cuttings;D;N;Root:shoot ratio, Die-back, Wilted, Not healthy;J-rooting, Few roots, Dead;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Discoloration;Fusarium and Diplodia screening
58;Howick;Kwazulu-Natal;Eucalyptus;dunnii;Seedlings/Cuttings;D;N;Die-back, Wilted;J-rooting, Dead;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
59;Tweedie;Kwazulu-Natal;Pinus ;patula;Seedlings;D;N;Healthy;Well developed, Dead;Discoloration, Cambium, Between outer and inner bark;Healthy;Wilted, S?, Discoloration;Fusarium circitum screening
60;Tweedie;Kwazulu-Natal;Pinus ;patula;Seedlings;D;N;Healthy;Well developed, J-rooting, Dead;Discloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Slight staining;Wilted, S?;Fusarium circitum screening
61;Howick;Kwazulu-Natal;Eucalyptus ;dunnii;Seedlings/Cuttings;D;N;Healthy;Well developed, healthy;Discoloration, Outer bark, Cambium;Insect/Mechanical damage/Discoloration/Outer bark/Between outer and inner bark;Alive;Cylindrocladium screening
62;Howick;Kwazulu-Natal;Eucalyptus ;dunnii;Seedlings/Cuttings;D;N;Healthy;Well developed, healthy;Discoloration, Outer bark, Cambium;Healthy;Alive;Cylindrocladium screening
63;Howick;Kwazulu-Natal;Eucalyptus ;dunnii;Seedlings/Cuttings;D;N;Healthy;Well developed, healthy;Discoloration, Outer bark, Cambium;Insect/Mechanical damage/Discoloration/Outer bark/Between outer and inner bark;Wilted;Cylindrocladium screening
64;Howick;Kwazulu-Natal;Eucalyptus ;dunnii;Seedlings/Cuttings;D;N;Healthy;Well developed, healthy;Discoloration, Outer bark, Cambium;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Cambium, Between outer and inner bark;Wilted, S?;Cylindrocladium screening
65;Howick;Kwazulu-Natal;Eucalyptus ;dunnii;Seedlings/Cuttings;D;N;Healthy;Well developed, healthy;Discoloration, Outer bark, Cambium;Healthy;Alive;Cylindrocladium screening
66;Paulpietersburg;Kwazulu-Natal;Pinus;patula;Whole tree;D;N;Completely dead;Well developed, Dead;Discoloration, Cambium;Discoloration, Cambium;Dead;Fusarium circitum screening
67;Paulpietersburg;Kwazulu-Natal;Pinus;patula;Whole tree;D;N;Completely dead;Well developed, Dead;Discoloration, Cambium;Discoloration, Cambium;Dead;Fusarium circitum screening
68;Sabie;Mpumalanga;Pinus;elliotti;Seedlings/Cuttings;D;N;Root:shoot ratio;Healthy, J-rooting, Few roots, Plug bound;Healthy, Swelling;Healthy;Alive;Fusarium circitum screening
69;Sabie;Mpumalanga;Pinus;elliotti;Seedlings/Cuttings;D;N;Root:shoot ratio;Healthy, J-rooting, Few roots, Plug bound;Healthy, Swelling;Healthy;Alive;Fusarium circitum screening
70;Sabie;Mpumalanga;Pinus;elliotti;Seedlings/Cuttings;D;N;Root:shoot ratio;Healthy, J-rooting, Few roots, Plug bound;Healthy, Swelling;Healthy;Alive;Fusarium circitum screening
71;Sabie;Mpumalanga;Pinus;elliotti;Seedlings/Cuttings;D;N;Root:shoot ratio;Healthy, J-rooting, Few roots, Plug bound;Healthy;Healthy;Alive;Fusarium circitum screening
72;Sabie;Mpumalanga;Pinus;elliotti;Seedlings/Cuttings;D;N;Root:shoot ratio;Healthy, J-rooting, Few roots, Plug bound;Healthy;Healthy;Alive;Fusarium circitum screening
73;Sabie;Mpumalanga;Pinus;elliotti;Seedlings/Cuttings;D;N;Root:shoot ratio;Healthy, J-rooting, Few roots, Plug bound;Healthy;Healthy;Alive;Fusarium circitum screening
74;Sabie;Mpumalanga;Pinus;elliotti;Seedlings/Cuttings;D;N;Root:shoot ratio;Healthy, J-rooting, Few roots, Plug bound;Healthy;Healthy;Alive;Fusarium circitum screening
75;Sabie;Mpumalanga;Pinus;elliotti;Seedlings/Cuttings;D;N;Root:shoot ratio;Healthy, J-rooting, Few roots, Plug bound;Healthy;Healthy;Alive;Fusarium circitum screening
76;Sabie;Mpumalanga;Pinus;elliotti;Seedlings/Cuttings;D;N;Root:shoot ratio;Healthy, J-rooting, Few roots, Plug bound;Healthy;Healthy;Alive;Fusarium circitum screening
77;Sabie;Mpumalanga;Pinus;elliotti;Seedlings/Cuttings;D;N;Root:shoot ratio;Healthy, J-rooting, Few roots, Plug bound;Healthy;Healthy;Alive;Fusarium circitum screening
78;Sabie;Mpumalanga;Pinus;elliotti;Seedlings/Cuttings;D;N;Root:shoot ratio;Healthy, J-rooting, Few roots, Plug bound;Healthy;Healthy;Alive;Fusarium circitum screening
79;Sabie;Mpumalanga;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;N;Dead roots, Green tips;Few roots, Dead, Plug bound;Healthy, Discoloration, Outer bark;Healthy, Discoloration, Outer bark;Alive;Fusarium circitum screening
80;Sabie;Mpumalanga;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;N;Dead roots, Green tips;Few roots, Dead, Plug bound;Healthy, Discoloration, Outer bark;Healthy, Discoloration, Outer bark;Alive;Fusarium circitum screening
81;Sabie;Mpumalanga;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;N;Dead roots, Green tips;Few roots, Dead, Plug bound;Healthy, Discoloration, Outer bark;Healthy;Alive;Fusarium circitum screening
82;Sabie;Mpumalanga;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;N;Dead roots, Green tips;Few roots, Dead, Plug bound;Healthy, Discoloration, Outer bark;Healthy;Alive;Fusarium circitum screening
83;Sabie;Mpumalanga;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;N;Wilted, S?;Few roots, Dead, Plug bound;Healthy, Discoloration, Outer bark;Healthy, Discoloration, Outer bark;Alive;Fusarium circitum screening
84;Sabie;Mpumalanga;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;N;Dead roots, Green tips;Few roots, Dead, Plug bound;Healthy, Discoloration, Outer bark;Healthy, Discoloration, Outer bark;Alive;Fusarium circitum screening
85;Sabie;Mpumalanga;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;N;Dead roots, Green tips;Few roots, Dead, Plug bound;Healthy, Discoloration, Outer bark;Healthy, Discoloration, Outer bark;Alive;Fusarium circitum screening
86;Sabie;Mpumalanga;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;N;Healthy roots, Green tips;Healthy, Few roots, Plug bound;Healthy, Discoloration, Outer bark;Healthy;Alive;Fusarium circitum screening
87;Sabie;Mpumalanga;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;N;Dead roots, Green tips;Few roots, Dead, Plug bound;Healthy, Discoloration, Outer bark;Healthy, Discoloration, Outer bark;Alive;Fusarium circitum screening
88;Sabie;Mpumalanga;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;N;Dead roots, Green tips;Few roots, Dead, Plug bound;Healthy, Discoloration, Outer bark;Healthy, Discoloration, Outer bark;Alive;Fusarium circitum screening
89;Sabie;Mpumalanga;Pinus ;patula;Seed;D;A;Wilted, Oedema;Well developed, J-rooting, Plug bound, Few roots, Dead;Discloration, Outer bark, Cambium, Between outer and inner bark;Decomposting;Wilted, S?, Discoloration;Fusarium circitum screening
90;Sabie;Mpumalanga;Pinus ;patula;Seed;D;A;Wilted, S?;Well developed, J-rooting, Dead;Discoloration, Cambium, Between outer and inner bark;Discoloraiton, Cambium;Wilted, S?, Discoloration;Fusarium circitum screening
91;Sabie;Mpumalanga;Pinus ;patula;Seed;D;A;Wilted, Oedema;Well developed, J-rooting, Dead;Discloration, Between outer and inner bark;Decomposting;Wilted, S?, Discoloration;Fusarium circitum screening
92;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Dead roots, Brown tips;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead, Discoloration;Fusarium circitum screening
93;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Wilted;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum screening
94;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Wilted;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum screening
95;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Die-back, Wilted;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum screening
96;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Die-back, Wilted;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Fusarium circitum screening
97;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Die-back, Wilted;Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum screening
98;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Die-back, Wilted;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum screening
99;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Dead roots, Green tips;Well developed, J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive, Discoloration;Fusarium circitum screening
100;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Dead roots, Green tips;Well developed, J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive, Discoloration;Fusarium circitum screening
101;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Wilted;Dead;Discoloration, Outer bark;Healthy;Wilted;Fusarium circitum screening
102;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Dead roots, Brown tips;Well developed, J-rooting, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Dead, Discoloration;Fusarium circitum screening
103;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Die-back;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Fusarium circitum screening
104;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Dead roots, Green tips;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark;Alive, Discoloration;Fusarium circitum screening
105;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;A;N;Green, Healthy;Healthy;Healthy;Healthy;Alive;Fusarium circitum screening
106;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Dead roots, Green tips;Well developed, J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark;Alive, Discoloration;Fusarium circitum screening
107;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Dead roots, Brown tips;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark;Dead, Discoloration;Fusarium circitum screening
108;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Wilted, Very dry;Dead;Discoloration, Between outer and inner bark;Discoloration, Outer bark;Wilted;Fusarium circitum screening
109;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Dead roots, Green and brown tips;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead;Fusarium circitum screening
110;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Dry;Few roots, Dead;Discoloration, Outer bark;Healthy;Wilted;Fusarium circitum screening
111;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Wilted;Healthy;Healthy;Healthy;Wilted;Fusarium circitum screening
112;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Dry;Few roots, Dead;Discoloration, Outer bark;Discoloration, Cambium;Wilted;Fusarium circitum screening
113;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Dry;Dead;Healthy;Healthy;Wilted;Fusarium circitum screening
114;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial;D;N;Dry;Few roots, Healthy;Discoloration, Outer bark;Healthy;Wilted;Fusarium circitum screening
115;Sabie;Mpumalanga;Pinus;eliottii;Seed;D;A;Wilted;Well developed, J-rooting, Dead, Plug bound;Root collar absent;Decomposting;Alive;Fusarium circitum and Diplodia screening
116;Sabie;Mpumalanga;Pinus;eliottii;Seed;D;N;Wilted;Well developed, J-rooting, Dead, Plug bound;Root collar absent;Discoloraiton, Cambium;Wilted, S?, Discoloration;Fusarium circitum and Diplodia screening
