Location;Province;Genus;species.clone;type.of.sample;Asymptomatic.diseased;Nursery.Field;Roots;Root.Collar;Stem;Growth.tip;Needles.Leaves;results
11;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;A;F;Die-back;Well developed, Plug bound;Discoloration, Outer bark;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum/Diplodia
12;Hermannburg;Kwazulu-Natal;Pinus;elliottii;Bark samples;D;N;Wilted, Tip alive, Dry;Alive;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Between outer and inner bark;Dead;Screening for Fusarium circinatum
13;Hermannburg;Kwazulu-Natal;Pinus;elliottii;Bark samples;D;N;Wilted, Tip alive, Dry;Few roots;Well developed. Dead;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Between outer and inner bark;Dead;Screening for Fusarium circinatum
14;Hermannburg;Kwazulu-Natal;Pinus;elliottii;Bark samples;D;N;Wilted;Alive;Insect/Mechanical damage, Swelling;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Between outer and inner bark;Dead;Screening for Fusarium circinatum
15;Hermannburg;Kwazulu-Natal;Pinus;elliottii;Bark samples;D;F;Wilted;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Between outer and inner bark;Wilted, Dead;Screening for Fusarium circinatum
16;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Healthy;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Screening for Fusarium circinatum
17;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Healthy;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Screening for Fusarium circinatum
18;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Healthy;Well developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
19;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Healthy;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Screening for Fusarium circinatum
20;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Healthy;Well developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
21;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Healthy;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Screening for Fusarium circinatum
22;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Healthy;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Screening for Fusarium circinatum
23;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Healthy;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Screening for Fusarium circinatum
24;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Healthy;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Screening for Fusarium circinatum
25;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Healthy;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Screening for Fusarium circinatum
26;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Healthy;Few roots;Discoloration;Healthy;Alive;Screening for Fusarium circinatum
27;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Healthy;Well developed;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Screening for Fusarium circinatum
28;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Healthy;Well developed;Discoloration;Discoloration;Alive;Screening for Fusarium circinatum
29;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Healthy;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Screening for Fusarium circinatum
30;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Healthy;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Screening for Fusarium circinatum
31;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Wilted;Few roots;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Screening for Fusarium circinatum
32;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Healthy;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Screening for Fusarium circinatum
33;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;F;Healthy;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Screening for Fusarium circinatum
34;Karatara;Western Cape;Pinus;patula;Seedlings/Cuttings;D;F;Wilted;Few roots;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Screening for Fusarium circinatum
35;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;D;F;Healthy;Well developed;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Screening for Fusarium circinatum
36;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;D;F;Wilted;Few roots;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration;Alive;Screening for Fusarium circinatum
37;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;D;F;Wilted;Few roots;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Screening for Fusarium circinatum
38;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;D;F;Healthy;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium;Healthy;Alive;Screening for Fusarium circinatum
39;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;D;F;Healthy;Well developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
40;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
41;Scottsville;Western Cape;Acacia;patula;Seedlings/Cuttings;A;F;Healthy;Well developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
42;Scottsville;Western Cape;Acacia;patula;Seedlings/Cuttings;A;F;Healthy;Well developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
43;Scottsville;Western Cape;Acacia;ellitottii;Seedlings/Cuttings;A;F;Healthy;Well developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
44;Scottsville;Western Cape;Acacia;elliottii;Seedlings/Cuttings;A;F;Healthy;Well developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
45;Scottsville;Western Cape;Acacia;elliottii;Seedlings/Cuttings;A;F;Healthy;Well developed;Healthy;Healthy;Healthy;Screening for Fusarium circinatum
46;Sabie;Mpumalanga;Pinus;patula;Seed;A;F;Yellow, few roots-dead;Well developed, Dead, Plug bound;Insect/Mechanical damage, Swelling;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
47;Sabie;Mpumalanga;Pinus;tecunumanii;Seed;A;F;Die-back;Well developed, Dead, Plug bound;Discoloration;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
48;Sabie;Mpumalanga;Pinus;taeda;Seed;A;F;Healthy;Well developed, Plug bound;Discoloraiton, Outer bark, Between outer and inner bark;Discoloration;Alive;Screening for Fusarium circinatum
49;Scottsville;Western Province;Eucalyptus;nitens;Tree;A;F;Wilted;Well developed, Plug bound;Discoloration, Outer bark, Between outer and inner bark, Cambium;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
50;Barbeton;Eastern Cape;Acacia;taeda;Bark samples;A;F;Yellow, few roots-dead;Few roots;Dead, Plug Bound;Parts healthy other parts discoloured;Wilted, Dead;Screening for Fusarium circinatum
51;Pietermaritzburg;Kwazulu-Natal;Eucalyptus SGV 1830;elliottii;Bark samples;A;F;Yellow, few roots-dead;Well developed, J-rooting;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
52;Welgemoed;Eastern Cape;Acacia;radiata;Bark samples;A;F;Wilted, Tip alive, Dry;Few roots;Discoloraiton, Outer bark, Between outer and inner bark;Swelling;Wilted, Alive;Screening for Fusarium circinatum
53;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
54;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
55;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
56;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
57;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
58;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
59;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Few roots;Healthy;Healthy;Alive;Screening for Fusarium circinatum
60;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
61;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Few roots;Healthy;Healthy;Alive;Screening for Fusarium circinatum
62;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
63;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well developed, Plug bound;Healthy;Healthy;Alive;Screening for Fusarium circinatum
64;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Die-back, Dead;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
65;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
66;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
67;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
68;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well developed, Plug bound;Healthy;Healthy;Alive;Screening for Fusarium circinatum
69;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
70;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well-developed;Healthy;Fruiting bodies;Alive;Screening for Fusarium circinatum
71;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
72;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Few roots;Healthy;Healthy;Alive;Screening for Fusarium circinatum
73;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
74;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Few roots;Healthy;Healthy;Alive;Screening for Fusarium circinatum
75;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
76;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Few roots;Healthy;Healthy;Alive;Screening for Fusarium circinatum
77;White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
78;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;F;Root dead, Brown and yellow needles;Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discoloration, Outer bark, Between outer and inner bark, Cambium;Alive, Wilted, Discoloration;Screening for Fusarium circinatum
79;Hatfield;Gauteng;Cytheales;taeda;Stem;D;F;Die-back, Wilted, Dead;Well developed, Plug bound;Well developed, Dead;Swelling;Wilted, Dead;Screening for pathogenic Fungi/Bacteria
80;Matieland;Western Cape;Sideroxylon;inerme;Stem;D;F;Wilted, Dead;Well developed, J-rooting;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discoloration, Outer bark;Alive, Dead;Screening for pathogenic Fungi/Bacteria
81;Cascades;North-West?;Eucalyptus;taeda;Leaves/Needles;D;F;Wilted, Dead;Well developed, Dead, Plug bound;Insect/Mechanical damage, Swelling;Alive;Wilted, Alive;Screening for pathogenic Fungi/Bacteria
82;Cascades;North-West?;Eucalyptus;taeda;Leaves/Needles;D;F;Wilted, Dead;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for pathogenic Fungi/Bacteria
83;Cascades;North-West?;Eucalyptus;radiata;Leaves/Needles;D;F;Yellow, few roots-dead;Alive;Well developed. Dead;Bottom half healthy, Top half grey/brown;Wilted, Dead;Screening for pathogenic Fungi/Bacteria
84;Cascades;North-West?;Eucalyptus;radiata;Leaves/Needles;D;F;Die-back;Well developed, Plug bound;Insect/Mechanical damage, Swelling;Parts healthy other parts discoloured;Alive;Screening for pathogenic Fungi/Bacteria
85;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Healthy;Well developed, Plug bound;Dead, Plug Bound;Discoloration;Wilted;Screening for Fusarium circinatum/Diplodia
86;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Die-back;Well developed, J-rooting;Healthy;Swelling;Wilted, Scortch (Needles);Screening for Fusarium circinatum/Diplodia
87;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Die-back;Well developed, Dead, Plug bound;Healthy;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum/Diplodia
88;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Die-back;Well developed, Plug bound;Healthy;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum/Diplodia
89;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Die-back;Well developed, Plug bound;Healthy;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum/Diplodia
90;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Die-back;Well developed, J-rooting;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum/Diplodia
91;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Yellow, few roots-dead;Well developed, J-rooting;Discoloration;Discoloration;Wilted, Scortch (Needles);Screening for Fusarium circinatum/Diplodia
92;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;N;Die-back;Well developed, Plug bound;Discoloraiton, Outer bark, Between outer and inner bark;Alive;Wilted, Dead;Screening for Fusarium circinatum/Diplodia
93;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Wilted, Dead;Well developed, Plug bound;Dead, Plug Bound;Discoloration;Wilted, Dead;Screening for Fusarium circinatum/Diplodia
94;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Wilted;Well developed, J-rooting;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discoloration;Wilted, Alive;Screening for Fusarium circinatum/Diplodia
95;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Die-back;Well developed, J-rooting;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum/Diplodia
96;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Yellow, few roots-dead;Well developed, Plug bound;Well developed. Dead;Discoloration;Wilted, Alive;Screening for Fusarium circinatum/Diplodia
97;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Wilted, Tip alive, Dry;Well developed, Plug bound;Dead, Plug Bound;Bottom half healthy, Top half grey/brown;Alive;Screening for Fusarium circinatum/Diplodia
98;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Wilted, Tip alive, Dry;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discoloration;Alive;Screening for Fusarium circinatum/Diplodia
99;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Wilted, Dead;Well developed, Plug bound;Insect/Mechanical damage, Swelling;Bottom half healthy, Top half grey/brown;Wilted, Dead;Screening for Fusarium circinatum/Diplodia
100;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Wilted, Tip alive, Dry;Well developed, Dead, Plug bound;Insect/Mechanical damage, Swelling;Discoloration;Alive;Screening for Fusarium circinatum/Diplodia
101;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;D;F;Die-back;Well developed, J-rooting;Discoloraiton, Outer bark;Discoloration;Wilted, Dead;Screening for Fusarium circinatum/Diplodia
102;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Die-back, Dead;Well developed, Plug bound;Healthy;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum/Diplodia
103;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Wilted, Dead;Well developed, Dead, Plug bound;Discoloraiton, Outer bark;Discoloration;Wilted, Scortch (Needles);Screening for Fusarium circinatum/Diplodia
104;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Die-back, Dead;Well developed, Plug bound;Healthy;Swelling;Wilted, Scortch (Needles);Screening for Fusarium circinatum/Diplodia
105;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Yellow, few roots-dead;Well developed, Plug bound;Dead, Plug Bound;Discoloraiton, Outer bark;Alive;Screening for Fusarium circinatum/Diplodia
106;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;N;Die-back;Well developed, Plug bound;Discoloraiton, Outer bark, Between outer and inner bark;Discoloration;Wilted, Alive;Screening for Fusarium circinatum/Diplodia
107;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Yellow, few roots-dead;Well developed, Plug bound;Well developed, Dead;Alive;Wilted, Alive;Screening for Fusarium circinatum/Diplodia
108;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Wilted, Dead;Well developed, Plug bound;Discoloration;Discoloraiton, Outer bark;Wilted;Screening for Fusarium circinatum/Diplodia
109;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Wilted, Dead;Well developed, Dead, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discoloraiton, Outer bark;Wilted;Screening for Fusarium circinatum/Diplodia
110;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Wilted, Tip alive, Dry;Well developed, Plug bound;Discoloraiton, Outer bark;Discoloraiton, Outer bark;Alive;Screening for Fusarium circinatum/Diplodia
111;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Die-back, Dead;Well developed, Plug bound;Healthy;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum/Diplodia
112;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;A;F;Yellow, few roots-dead;Well developed, J-rooting;Dead, Plug Bound;Alive;Wilted, Dead;Screening for Fusarium circinatum/Diplodia
113;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;A;F;Die-back;Well developed, Plug bound;Dead, Plug Bound;Discoloration;Wilted, Alive;Screening for Fusarium circinatum/Diplodia
114;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;A;F;Yellow, few roots-dead;Well developed, Plug bound;Healthy;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum/Diplodia
115;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;A;F;Wilted;Well developed, Dead, Plug bound;Discoloraiton, Outer bark, Between outer and inner bark;Discoloraiton, Outer bark;Discoloration;Screening for Fusarium circinatum/Diplodia
116;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;A;F;Die-back;Well developed, Plug bound;Discoloraiton, Outer bark, Between outer and inner bark;Alive;Wilted, Dead;Screening for Fusarium circinatum/Diplodia
117;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;A;F;Wilted, Tip alive, Dry;Well developed, J-rooting;Dead, Plug Bound;Discoloration;Alive;Screening for Fusarium circinatum/Diplodia
118;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;A;N;Die-back;Well developed, J-rooting;Discoloration;Discoloration;Wilted, Dead;Screening for Fusarium circinatum/Diplodia
119;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;A;F;Healthy;Well developed, J-rooting;Discoloration;Discoloration;Wilted, Dead;Screening for Fusarium circinatum/Diplodia
120;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;A;F;Wilted;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Wilted, Scortch (Needles);Screening for Fusarium circinatum/Diplodia
121;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;A;F;Die-back;Well developed, Dead, Plug bound;Discoloration, Outer bark, Between outer and inner bark, Cambium;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum/Diplodia
122;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;A;N;Die-back, Dead;Well developed, Plug bound;Discoloraiton, Outer bark;Discoloration;Wilted;Screening for Fusarium circinatum/Diplodia
123;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;A;F;Die-back;Well developed, Plug bound;Healthy;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum/Diplodia
124;Sabie;Mpumalanga;Pinus;elliotti;Seed;A;F;Die-back;Well developed, Dead, Plug bound;Well developed, Dead;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum/Diplodia
125;Sabie;Mpumalanga;Pinus;patula;Seed;A;F;Die-back;Well developed, Plug bound;Discoloraiton, Outer bark;Discoloration;Alive;Screening for Fusarium circinatum/Diplodia
126;Sabie;Mpumalanga;Pinus;caribaea;Seed;A;F;Wilted, Tip alive, Dry;Well developed, J-rooting;Well developed. Dead;Healthy;Alive;Screening for Fusarium circinatum/Diplodia
127;Scottsville;Western Cape;Orchid sample;taeda;Leaves/Needles;A;F;Yellow, few roots-dead;Well developed, Dead, Plug bound;Insect/Mechanical damage, Swelling;Bottom half healthy, Top half grey/brown;Wilted, Dead;Screening for pathogenic Fungi/Bacteria
128;Hilton;Kwazulu-Natal;Eucalyptus GN;taeda;Seedlings/Cuttings;D;F;Healthy;J-rooting, Few roots, Dead;Discoloration;Healthy, Discoloration;Alive;Screening for pathogenic Fungi/Bacteria
129;Richmond;Nother Cape;Eucalyptus;smithii;Bark samples;D;N;Healthy;Alive;Discoloraiton, Outer bark;Insect/Mechanical damage, Discoloration, Outer bark, Swelling, Between outer and inner bark;Alive, Insect/Mechanical damage;Screening for pathogenic Fungi/Bacteria
130;Ngodwana;Western Province;Eucalyptus;dunnii;Bark samples;A;F;Healthy;Well developed, J-rooting;Discoloraiton, Outer bark;Discoloration;Wilted, Alive;Screening for Cylindrocladium
131;Johannesburg;Gauteng;Cupressus;leylandii;Bark samples;D;F;Branch: Healthy;Well developed, Plug bound;Well developed. Dead;Parts healthy other parts discoloured;Alive;Screening for Phytophtora
132;Johannesburg;Gauteng;Cupressus;leylandii;Soil;D;F;Wilted, Dead;Few roots;Discoloration;Alive;Alive;Screening for Phytophtora
133;Johannesburg;Gauteng;Cupressus;leylandii;Soil;D;F;Yellow, few roots-dead;Well developed, J-rooting;Well developed. Dead;Parts healthy other parts discoloured;Alive;Screening for Phytophtora
134;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Die-back;Well developed, Plug bound;Discoloraiton, Outer bark;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
135;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Root:shoot ratio;Few roots, Dead;Discoloraiton, Outer bark;Healthy;Alive, Wilted;Screening for Fusarium circinatum
136;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Dry;Few roots, Dead;Discoloraiton, Outer bark;Discoloraiton, Outer bark;Alive;Screening for Fusarium circinatum
137;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Discoloured;Dead;Discoloration;Healthy;Alive;Screening for Fusarium circinatum
138;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;F;Wilted, Tip alive, Dry;Well developed, Dead, Plug bound;Discoloration;Discoloraiton;Wilted, Dead;Screening for Fusarium circinatum
139;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;F;Dead;Dead;Discoloration, Sapwood;Discoloration, Sapwood;Dead;Screening for Fusarium circinatum
